instruction,input,output
ประโยชน์จากการมีภาวะโภชนาการดี,,"ร่างกายแข็งแรง,ผิวพรรณดี,อารมณ์แจ่มใส"
ถ้ามื้อเช้ากินข้าวต้มแล้ว มื้อกลางวันควรกินอะไรดี ให้ถูกหลักโภชนาการ,,ก๋วยเตี๋ยว 
เราควรดื่มน้ำอย่างน้อยวันละกี่แก้ว,,6-8 แก้ว
เราควรนอนอย่างน้อยวันละกี่ชั่วโมง,,6–8 ชั่วโมง
ตัวอย่างการปฏิบัติตามธงโภชนาการ มีอะไรบ้าง,,ผู้ใหญ่ควรดื่มนมสด วันละ 1 แก้ว
ตัวอย่างพฤติกรรมที่ไม่ถูกโภชนบัญญัติ,,การดื่มน้ำชา กาแฟ
โภชนาการคืออะไร,,การเปลี่ยนแปลงของอาหารภายหลังการบริโภค
ตัวอย่างอาการจากภาวะทุพโภชนาการ.,,การย่อยการดูดซึมไม่ดี 
ขอตัวอย่างเมนูอาหารเช้าที่มีผัก,,"- ข้าวกล้อง
- เต้าหู้ขาวผัดขิง
- ต้มจืดผักกาดขาว ไข่น้ำ
- นมพร่องมันเนย"
จุดหมายที่สำคัญที่สุดของโภชนาการคืออะไร,,เพื่อให้ร่างกายได้รับสารอาหารที่มีประโยชน์ในปริมาณที่เพียงพอกับความต้องการของร่างกาย
ตัวอย่างเมนูอาหารกลางวันสำหรับผู้สูงอายุ,,"เส้นหมี่หมูสับน้ำใส, กล้วยน้ำว้า"
ความสะอาดของอาหารขึ้นอยู่กับอะไรบ้าง,,"การขนส่ง,แหล่งผลิตอาหาร,ลักษณะของอาหาร"
ตัวอย่างการบริโภคอาหารที่ไม่ปลอดภัย,,บริโภคอาหารสุก ๆ ดิบ ๆ
พฤติกรรมอะไรที่ส่งผลเสียต่อสุขภาพ,,ลดอาหารมื้อกลางวันแต่เพิ่มมื้อเย็นให้มากขึ้น
อาหารหลักหมู่ที่ 1 มีอะไรบ้าง,,เนื้อสัตว์  นม  ไข่  และถั่วเมล็ดแห้ง
อาหารหลักหมู่ที่  4  มีอะไรบ้าง,,ผลไม้ชนิดต่าง ๆ
ใยอาหารช่วยในเรื่องอะไร,,ใยอาหารช่วยดูดน้ำในลำไส้ ทำให้การขับถ่ายสะดวก
